participant_id,age,age_20_or_above,gender,race_ethnicity,first_generation,family_income_bracket,pell_grant,loan_status,dependent_care,institution_control,institution_selectivity,tuition_fees_thousand,major_group,commute_minutes,hs_gpa,english_proficiency,remedial_coursework,enrollment_status,enrollment_units,credits_attempted,credits_earned,course_completion_rate,off_campus_work_hours,high_work_intensity,oncampus_work_hours,total_work_hours,job_related_to_major,schedule_variability,schedule_control,study_hours_per_week,sleep_hours,fin_strain_pay_tuition,fin_strain_living_costs,fin_strain_food_housing,fin_strain_need_work_income,engage_study_effort,engage_class_attendance,engage_class_participation,engage_faculty_contact,engage_peer_learning,support_advising_quality,support_faculty_care,support_belonging,support_resource_use,efficacy_manage_time,efficacy_complete_assignments,efficacy_ask_for_help,efficacy_recover_setbacks,work_conflict_missed_study,work_conflict_schedule_overlap,work_conflict_tired_in_class,work_conflict_missed_campus,work_value_applies_learning,work_value_career_skills,work_value_professional_network,work_value_motivation,wellbeing_stress,wellbeing_exhaustion,wellbeing_sleep_problems,wellbeing_overwhelmed,financial_strain_index,academic_engagement_index,institution_support_index,self_efficacy_index,work_academic_conflict_index,work_career_value_index,mental_strain_index,term_gpa,cumulative_gpa,persistence_score,enrolled_next_year,not_persisted
202,18,0,woman,hispanic_latino,0,middle,1,1,0,public,moderately_selective,6.8,arts_humanities,38,2.09,2.15,1,full_time,14.0,14.0,13.8,0.987,7,0,0,7,1,1,3,19.0,6.7,3,2,2,4,3,3,3,5,5,3,3,3,3,5,5,5,5,2,1,2,1,3,4,3,3,2,2,3,3,2.75,3.8,3.0,5.0,1.5,3.25,2.5,2.55,2.33,3.66,1,0
203,19,0,woman,white,1,middle,1,0,0,public,open_access,4.0,arts_humanities,21,2.93,3.7,0,full_time,15.5,15.5,13.9,0.896,13,0,0,13,1,2,2,13.2,7.5,1,2,3,1,4,3,3,3,5,3,5,5,4,4,4,4,4,3,3,1,2,2,3,3,2,1,3,2,2,1.75,3.6,4.25,4.0,2.25,2.5,2.0,3.72,3.45,4.09,1,0
204,21,1,woman,hispanic_latino,0,low,1,0,0,private_nonprofit,open_access,3.6,stem,21,2.76,3.24,0,full_time,15.0,15.0,10.5,0.699,29,1,0,29,1,4,3,8.1,5.6,4,4,3,4,4,3,3,2,3,4,4,3,2,2,2,3,3,3,5,4,4,2,3,2,3,4,4,4,4,3.75,3.0,3.25,2.5,4.0,2.5,4.0,2.03,2.19,3.06,0,1
205,18,0,woman,hispanic_latino,0,high,0,0,0,public,open_access,4.9,social_science,9,2.4,3.51,0,full_time,15.6,15.6,14.5,0.931,18,0,0,18,1,2,5,8.9,5.7,1,1,1,1,4,3,3,3,5,3,4,2,3,2,4,3,3,1,1,1,1,4,4,4,5,2,3,2,3,1.0,3.6,3.0,3.0,1.0,4.25,2.5,3.18,2.58,4.1,1,0
206,19,0,man,white,1,high,0,1,0,public,highly_selective,6.7,social_science,50,2.6,3.32,1,part_time,14.6,14.6,12.3,0.842,10,0,0,10,0,1,3,15.8,7.3,2,1,3,1,3,5,4,4,3,3,4,2,2,3,4,3,2,1,3,2,3,3,5,5,2,1,2,2,2,1.75,3.8,2.75,3.0,2.25,3.75,1.75,2.01,1.85,3.56,1,0
207,18,0,man,hispanic_latino,1,low,0,0,0,private_nonprofit,moderately_selective,7.7,health,20,3.55,4.59,0,full_time,10.3,10.3,7.5,0.731,34,1,0,34,1,4,1,8.3,6.4,5,5,5,5,4,3,3,3,2,4,4,4,4,3,4,4,5,5,5,5,5,2,4,1,4,5,5,4,3,5.0,3.0,4.0,4.0,5.0,2.75,4.25,2.78,3.02,3.25,0,1
208,19,0,woman,asian,0,middle,0,1,0,private_nonprofit,moderately_selective,8.8,business,35,2.28,4.07,0,full_time,10.2,10.2,5.7,0.559,33,1,0,33,1,3,4,8.9,4.8,4,4,5,5,1,2,2,1,1,3,2,4,4,2,2,1,2,4,3,3,3,3,4,3,4,5,5,5,4,4.5,1.4,3.25,1.75,3.25,3.5,4.75,0.69,1.43,1.99,1,0
209,40,1,woman,white,0,low,0,0,0,public,highly_selective,6.8,social_science,29,3.06,3.81,1,full_time,13.0,13.0,13.0,1.0,11,0,0,11,1,2,4,13.5,7.3,2,2,3,2,4,4,4,4,2,5,5,5,5,3,4,5,5,3,3,2,1,5,5,5,4,3,2,2,2,2.25,3.6,5.0,4.25,2.25,4.75,2.25,4.0,4.0,4.04,1,0
210,18,0,nonbinary_or_other,white,1,low,1,1,1,private_for_profit,moderately_selective,9.3,health,18,2.81,4.24,1,full_time,9.5,9.5,6.9,0.726,22,1,0,22,1,4,5,7.5,6.6,3,5,5,4,1,3,2,1,4,3,1,3,1,2,4,3,2,1,1,4,1,5,4,5,5,3,3,3,3,4.25,2.2,2.0,2.75,1.75,4.75,3.0,1.88,2.36,2.72,0,1
211,28,1,man,white,0,high,0,0,1,private_nonprofit,highly_selective,9.3,health,23,2.57,4.54,0,full_time,13.4,13.4,10.2,0.76,17,0,0,17,0,3,1,8.2,6.6,3,2,2,4,4,3,4,4,3,4,3,4,3,3,3,1,2,3,3,3,3,5,2,4,3,4,4,5,5,2.75,3.6,3.5,2.25,3.0,3.5,4.5,2.06,2.11,3.34,0,1
212,24,1,woman,hispanic_latino,1,low,1,1,0,public,minimally_selective,4.7,stem,58,2.88,2.52,0,full_time,14.9,14.9,13.4,0.902,15,0,10,25,1,3,1,15.8,5.9,2,1,1,1,5,3,4,5,5,2,2,3,2,4,4,3,3,3,2,3,4,3,3,4,3,3,2,3,3,1.25,4.4,2.25,3.5,3.0,3.25,2.75,2.52,2.6,3.79,1,0
213,19,0,woman,white,0,high,0,1,0,public,minimally_selective,6.8,arts_humanities,25,2.52,2.79,0,full_time,12.6,12.6,10.3,0.818,9,0,0,9,1,1,3,5.6,6.8,3,2,1,2,1,2,3,2,1,4,5,4,3,2,2,2,1,3,2,2,3,2,1,3,3,4,2,2,2,2.0,1.8,4.0,1.75,2.5,2.25,2.5,2.53,2.56,4.0,1,0
214,18,0,woman,asian,1,low,1,1,0,private_nonprofit,minimally_selective,7.4,health,27,3.55,4.52,0,full_time,14.2,14.2,14.2,1.0,13,0,0,13,0,3,2,24.2,6.6,3,3,3,2,5,5,5,5,5,4,5,4,4,5,4,5,4,4,2,3,4,3,2,2,3,1,3,2,2,2.75,5.0,4.25,4.5,3.25,2.5,2.0,3.9,3.64,4.43,1,0
215,23,1,man,asian,1,middle,0,0,0,public,minimally_selective,7.4,stem,23,2.84,3.34,0,full_time,12.9,12.9,8.1,0.626,33,1,0,33,0,4,4,6.9,5.6,4,5,5,5,1,2,2,2,3,5,3,5,4,4,3,4,2,3,3,3,5,2,3,4,4,2,3,3,3,4.75,2.0,4.25,3.25,3.5,3.25,2.75,1.73,1.97,3.08,1,0
216,19,0,man,white,0,low,0,0,0,public,highly_selective,7.0,social_science,36,3.7,4.28,0,part_time,8.2,8.2,6.3,0.767,29,1,0,29,0,3,2,8.8,7.0,5,5,4,4,2,3,2,3,4,3,4,4,3,3,4,5,3,5,5,5,5,2,4,3,4,3,3,3,2,4.5,2.8,3.5,3.75,5.0,3.25,2.75,3.24,3.37,3.6,1,0
217,20,1,woman,multiracial_or_other,1,high,0,0,0,private_for_profit,highly_selective,10.5,stem,72,2.58,2.96,1,full_time,13.1,13.1,8.1,0.619,26,1,0,26,1,2,3,5.8,5.5,2,2,3,3,3,2,3,3,3,2,2,3,1,2,1,1,2,2,4,5,3,3,2,2,1,4,3,4,3,2.5,2.8,2.0,1.5,3.5,2.0,3.5,1.92,2.1,3.03,1,0
218,18,0,woman,black,0,middle,1,0,1,private_for_profit,moderately_selective,8.4,stem,36,2.62,3.33,0,full_time,8.9,8.9,5.8,0.654,32,1,4,36,0,5,3,1.0,4.4,3,3,3,4,3,2,4,3,2,1,2,1,1,1,3,3,2,5,4,5,3,3,1,5,3,5,5,5,5,3.25,2.8,1.25,2.25,4.25,3.0,5.0,1.85,1.97,2.8,1,0
219,19,0,man,hispanic_latino,1,low,0,0,0,public,open_access,5.5,other,31,2.64,2.96,0,full_time,11.6,11.6,11.0,0.947,9,0,7,16,0,2,4,9.0,7.5,3,4,4,3,3,3,4,4,4,2,1,1,2,3,4,3,4,1,1,2,1,5,4,5,3,3,5,3,3,3.5,3.6,1.5,3.5,1.25,4.25,3.5,2.52,2.64,3.33,0,1
220,18,0,man,white,1,low,0,1,0,private_for_profit,minimally_selective,8.7,social_science,58,2.93,3.88,0,part_time,11.7,11.7,7.8,0.668,30,1,0,30,0,3,4,7.2,6.0,3,3,3,4,4,2,1,3,2,2,3,1,4,3,3,3,3,3,3,3,3,1,2,2,3,2,3,4,4,3.25,2.4,2.5,3.0,3.0,2.0,3.25,2.28,2.52,3.15,1,0
221,18,0,man,hispanic_latino,0,middle,1,0,0,public,moderately_selective,5.4,other,43,3.6,3.68,0,full_time,16.2,16.2,14.3,0.881,10,0,0,10,0,3,3,13.3,6.0,2,2,2,3,3,4,5,1,4,2,3,2,3,4,4,3,5,2,3,3,4,3,4,3,5,3,2,3,4,2.25,3.4,2.5,4.0,3.0,3.75,3.0,3.82,3.93,4.0,1,0
222,27,1,man,black,0,low,0,0,1,public,moderately_selective,4.8,business,37,3.23,3.52,0,part_time,11.2,11.2,8.8,0.789,33,1,0,33,1,4,3,4.4,6.0,4,3,3,4,3,3,3,4,5,4,3,3,4,3,5,5,5,5,3,4,4,5,5,5,4,3,3,3,3,3.5,3.6,3.5,4.5,4.0,4.75,3.0,2.71,2.75,3.56,1,0
223,20,1,woman,white,0,high,0,1,1,public,moderately_selective,6.2,health,63,3.15,4.5,0,part_time,9.6,9.6,7.1,0.741,30,1,5,35,0,4,2,13.0,6.0,2,3,3,3,3,5,3,2,3,4,4,5,4,4,5,3,4,4,4,4,3,3,2,2,2,4,4,4,4,2.75,3.2,4.25,4.0,3.75,2.25,4.0,2.9,2.82,3.74,1,0
224,27,1,man,multiracial_or_other,0,low,1,0,0,public,minimally_selective,6.5,stem,46,2.32,2.68,0,full_time,10.7,10.7,7.9,0.735,37,1,0,37,1,4,5,8.3,5.0,3,3,3,4,3,3,4,3,2,1,1,2,1,4,5,5,5,5,4,4,4,2,2,2,3,5,4,5,5,3.25,3.0,1.25,4.75,4.25,2.25,4.75,2.22,2.17,2.84,0,1
225,23,1,man,hispanic_latino,0,low,1,1,0,public,minimally_selective,7.2,other,29,2.91,4.84,0,full_time,14.7,14.7,12.1,0.822,38,1,0,38,0,5,4,8.6,6.3,3,3,4,2,4,3,5,5,4,5,4,3,2,5,5,4,5,5,4,4,5,3,3,4,2,4,4,5,3,3.0,4.2,3.5,4.75,4.5,3.0,4.0,3.63,3.57,4.04,0,1
226,20,1,woman,hispanic_latino,1,low,1,0,0,public,moderately_selective,6.5,business,56,2.49,4.25,1,part_time,10.9,10.9,6.1,0.562,38,1,0,38,0,5,2,5.9,5.7,5,4,5,3,3,2,2,2,2,1,2,2,2,3,3,2,3,4,4,5,4,4,5,3,3,3,5,5,3,4.25,2.2,1.75,2.75,4.25,3.75,4.0,2.09,2.12,2.0,1,0
227,18,0,woman,white,1,low,1,0,0,public,minimally_selective,5.6,arts_humanities,42,2.42,2.67,0,full_time,14.8,14.8,12.2,0.825,20,0,0,20,0,2,5,6.9,5.7,5,2,1,2,4,3,2,2,5,2,3,2,1,3,4,3,3,1,1,1,2,3,2,3,2,1,4,3,4,2.5,3.2,2.0,3.25,1.25,2.5,3.0,2.26,2.78,3.53,1,0
228,34,1,man,hispanic_latino,0,high,0,1,0,private_nonprofit,moderately_selective,8.0,other,15,1.81,2.76,1,full_time,12.6,12.6,9.3,0.738,18,0,0,18,0,3,2,17.1,6.3,1,1,3,3,4,4,4,4,3,5,3,5,5,3,3,3,5,3,4,3,3,1,1,1,3,2,1,3,3,2.0,3.8,4.5,3.5,3.25,1.5,2.25,2.2,2.13,3.77,1,0
229,24,1,woman,hispanic_latino,1,low,0,0,0,private_for_profit,minimally_selective,7.9,business,33,2.68,3.07,0,full_time,13.0,13.0,9.5,0.73,28,1,0,28,1,4,3,7.3,5.3,2,2,3,4,3,3,5,3,4,5,5,5,5,1,1,2,1,2,3,3,4,5,3,4,4,4,2,3,1,2.75,3.6,5.0,1.25,3.0,4.0,2.5,2.05,2.34,3.21,1,0
230,18,0,man,black,0,low,0,1,0,private_for_profit,open_access,6.7,arts_humanities,49,2.81,4.08,0,full_time,13.7,13.7,9.9,0.724,41,1,0,41,1,5,2,2.2,5.6,4,3,3,3,1,1,2,3,4,5,2,3,3,5,5,4,4,5,5,5,3,5,3,5,5,4,3,3,3,3.25,2.2,3.25,4.5,4.5,4.5,3.25,2.94,2.64,3.7,1,0
231,23,1,man,white,0,middle,0,0,0,public,open_access,6.4,social_science,21,3.47,3.69,0,full_time,12.1,12.1,8.8,0.731,31,1,0,31,0,5,1,12.9,6.9,4,4,3,3,3,4,5,4,3,5,4,5,3,4,5,5,4,4,2,5,4,2,1,1,1,3,3,1,3,3.5,3.8,4.25,4.5,3.75,1.25,2.5,2.95,3.11,3.25,1,0
232,19,0,nonbinary_or_other,white,1,high,0,1,0,public,highly_selective,5.1,arts_humanities,16,2.82,4.42,0,part_time,11.6,11.6,8.8,0.763,24,1,0,24,0,5,1,7.4,5.7,3,2,3,2,1,3,3,2,2,2,3,5,3,4,3,2,4,4,4,4,5,5,2,3,3,3,3,4,4,2.5,2.2,3.25,3.25,4.25,3.25,3.5,2.06,2.69,3.06,1,0
233,20,1,woman,white,1,low,1,1,0,private_nonprofit,minimally_selective,5.7,stem,46,2.09,3.04,0,full_time,11.4,11.4,8.9,0.783,15,0,0,15,0,1,5,9.4,6.2,4,5,5,5,3,3,2,3,2,2,1,1,1,3,2,2,1,1,2,1,1,5,5,5,3,5,4,5,4,4.75,2.6,1.25,2.0,1.25,4.5,4.5,1.12,1.57,2.73,1,0
234,19,0,woman,hispanic_latino,1,low,1,0,0,public,open_access,3.9,stem,32,2.38,3.38,0,full_time,14.2,14.2,11.2,0.79,20,0,0,20,1,3,4,5.3,6.3,5,5,5,2,3,3,2,3,3,2,3,3,3,1,2,2,1,3,4,5,3,3,4,2,3,5,3,4,2,4.25,2.8,2.75,1.5,3.75,3.0,3.5,1.91,2.02,3.09,0,1
235,24,1,man,white,0,middle,0,1,1,private_nonprofit,open_access,6.9,stem,29,2.36,3.45,1,full_time,14.8,14.8,11.0,0.744,17,0,0,17,0,2,3,5.3,7.7,2,4,3,2,1,1,1,1,3,4,4,1,3,2,1,3,2,4,2,2,2,1,3,4,2,4,5,4,4,2.75,1.4,3.0,2.0,2.5,2.5,4.25,2.52,2.5,3.3,0,1
236,20,1,woman,hispanic_latino,0,middle,0,1,0,public,moderately_selective,8.1,business,49,2.42,4.05,0,full_time,15.8,15.8,13.8,0.872,15,0,0,15,1,2,4,9.4,7.2,4,4,4,4,3,3,2,5,2,5,5,4,5,4,2,4,2,3,2,2,3,3,3,3,1,3,3,3,3,4.0,3.0,4.75,3.0,2.5,2.5,3.0,2.78,2.69,3.91,1,0
237,22,1,man,multiracial_or_other,1,low,1,1,0,public,open_access,6.0,stem,64,3.26,4.77,0,part_time,11.8,11.8,9.9,0.843,26,1,0,26,0,5,1,13.7,6.5,4,2,2,3,5,5,3,4,4,3,4,4,3,3,5,5,5,5,4,5,5,1,1,1,1,4,5,2,4,2.75,4.2,3.5,4.5,4.75,1.0,3.75,3.02,2.93,3.61,0,1
238,30,1,man,hispanic_latino,1,low,1,1,1,public,moderately_selective,6.2,social_science,24,2.64,2.48,0,full_time,12.2,12.2,9.1,0.748,27,1,0,27,1,2,4,3.8,6.3,4,5,3,5,4,1,3,1,3,4,4,2,2,3,2,1,4,2,3,3,2,4,3,4,4,2,3,3,3,4.25,2.4,3.0,2.5,2.5,3.75,2.75,1.58,2.0,2.5,0,1
239,21,1,man,white,0,middle,1,1,0,public,minimally_selective,6.0,arts_humanities,39,2.42,3.23,0,full_time,11.9,11.9,6.5,0.548,37,1,0,37,0,4,4,1.9,5.6,3,3,3,3,4,3,2,1,3,5,5,4,4,5,4,4,4,5,3,4,4,2,3,3,2,4,2,4,3,3.0,2.6,4.5,4.25,4.0,2.5,3.25,2.01,1.81,2.96,1,0
240,19,0,woman,white,1,low,1,0,0,public,moderately_selective,6.1,social_science,27,4.0,3.75,0,full_time,18.0,18.0,18.0,1.0,14,0,0,14,1,3,5,16.2,6.0,3,2,2,3,4,4,4,3,3,2,3,4,2,3,4,4,5,2,2,3,2,4,2,3,2,2,3,3,3,2.5,3.6,2.75,4.0,2.25,2.75,2.75,4.0,4.0,4.15,1,0
241,21,1,man,white,0,middle,0,0,0,public,highly_selective,5.8,social_science,47,3.76,3.42,1,full_time,12.3,12.3,11.4,0.925,23,1,6,29,0,4,1,12.3,6.1,3,4,5,3,2,5,3,5,5,2,4,3,3,5,5,5,4,5,5,2,3,3,2,1,3,4,4,3,3,3.75,4.0,3.0,4.75,3.75,2.25,3.5,3.99,4.0,4.12,1,0
242,24,1,woman,white,1,middle,1,1,0,public,moderately_selective,8.0,social_science,39,2.71,3.68,0,full_time,14.7,14.7,10.7,0.729,29,1,0,29,0,5,1,9.3,5.6,3,5,4,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,1,2,2,3,4,5,5,4.25,3.8,3.0,4.0,3.75,2.25,4.25,2.7,2.43,3.36,1,0
243,18,0,man,white,1,middle,0,0,0,public,open_access,2.9,stem,14,3.3,4.43,0,full_time,15.6,15.6,15.6,1.0,20,0,0,20,0,3,3,13.4,6.8,1,3,2,2,5,4,4,5,5,3,4,3,3,3,5,3,3,3,2,3,2,3,2,3,3,3,4,5,4,2.0,4.6,3.25,3.5,2.5,2.75,4.0,3.67,3.73,3.81,1,0
244,22,1,man,white,1,middle,1,1,0,private_nonprofit,open_access,6.3,stem,30,2.47,3.06,0,full_time,9.2,9.2,6.1,0.663,25,1,4,29,0,4,4,5.3,6.0,5,3,4,5,2,3,2,2,3,1,1,2,2,1,1,1,1,3,3,4,3,4,5,5,5,4,5,4,3,4.25,2.4,1.5,1.0,3.25,4.75,4.0,1.34,1.75,2.26,0,1
245,19,0,woman,hispanic_latino,1,high,1,0,0,public,moderately_selective,4.9,stem,12,3.4,3.35,0,full_time,12.5,12.5,10.1,0.804,30,1,5,35,1,4,4,4.8,6.6,4,3,3,3,3,3,4,3,3,5,5,4,4,3,2,3,3,4,4,4,5,5,5,5,5,3,1,1,2,3.25,3.2,4.5,2.75,4.25,5.0,1.75,3.18,3.67,3.48,1,0
246,19,0,man,white,1,middle,0,1,0,public,minimally_selective,7.1,business,31,2.64,3.4,0,full_time,14.9,14.9,8.8,0.594,10,0,0,10,1,4,4,11.6,7.1,4,3,5,4,3,3,4,2,3,2,3,4,3,4,3,2,2,4,4,2,3,2,1,1,2,4,2,5,3,4.0,3.0,3.0,2.75,3.25,1.5,3.5,1.82,2.47,3.21,1,0
247,18,0,woman,hispanic_latino,1,high,0,0,0,public,open_access,5.2,business,35,3.43,3.66,1,full_time,15.8,15.8,14.8,0.937,14,0,0,14,1,2,4,15.4,6.5,3,2,4,1,3,2,3,3,4,4,4,4,2,4,5,2,5,4,3,2,4,1,2,1,1,3,3,2,3,2.5,3.0,3.5,4.0,3.25,1.25,2.75,3.68,3.74,3.63,1,0
248,24,1,man,hispanic_latino,1,high,1,0,0,public,moderately_selective,4.7,health,72,2.13,3.01,1,full_time,10.3,10.3,7.1,0.688,20,0,0,20,0,5,3,7.5,6.3,1,2,2,1,2,1,1,2,3,2,2,2,2,3,2,2,3,4,3,4,5,3,1,2,3,2,3,3,1,1.5,1.8,2.0,2.5,4.0,2.25,2.25,2.3,2.14,3.18,1,0
249,22,1,man,asian,0,high,0,1,0,public,minimally_selective,4.8,other,24,2.82,3.36,0,full_time,14.5,14.5,14.5,1.0,16,0,0,16,1,2,5,13.1,8.5,3,2,2,2,3,2,4,3,3,1,3,3,1,5,4,5,4,3,1,3,3,5,4,4,5,1,1,2,1,2.25,3.0,2.0,4.5,2.5,4.5,1.25,3.33,3.17,3.55,0,1
250,18,0,man,white,1,high,0,0,0,public,open_access,2.7,health,63,3.74,3.31,0,full_time,13.3,13.3,12.2,0.92,16,0,0,16,0,3,4,7.7,6.6,3,2,3,3,1,4,3,2,3,1,2,2,1,2,4,3,4,3,1,2,3,3,4,3,4,1,3,3,3,2.75,2.6,1.5,3.25,2.25,3.5,2.5,3.52,3.73,3.61,1,0
251,22,1,man,multiracial_or_other,0,middle,0,0,0,public,minimally_selective,6.4,stem,32,2.65,3.23,1,full_time,13.6,13.6,8.5,0.621,30,1,0,30,0,5,1,8.2,5.9,5,4,3,2,3,3,3,2,2,4,4,3,3,3,3,2,2,3,3,5,4,3,3,2,1,3,4,3,2,3.5,2.6,3.5,2.5,3.75,2.25,3.0,2.35,2.51,3.13,1,0
252,22,1,woman,multiracial_or_other,1,middle,0,1,1,public,minimally_selective,6.0,business,17,3.07,2.88,0,full_time,14.4,14.4,10.3,0.718,32,1,4,36,0,3,2,5.5,6.3,2,2,2,1,3,3,3,3,2,4,4,4,5,5,5,4,4,3,5,5,5,4,3,1,2,4,4,3,4,1.75,2.8,4.25,4.5,4.5,2.5,3.75,2.89,2.97,3.3,1,0
253,18,0,woman,asian,0,high,0,0,0,public,moderately_selective,5.4,health,17,3.06,3.76,0,full_time,17.8,17.8,17.8,1.0,14,0,0,14,1,1,5,19.8,8.7,3,2,2,4,5,5,5,5,5,4,5,5,4,4,4,3,3,1,2,1,2,3,4,3,4,1,1,1,2,2.75,5.0,4.5,3.5,1.5,3.5,1.25,4.0,3.44,4.43,1,0
254,19,0,woman,white,1,low,1,1,1,public,highly_selective,5.2,social_science,28,3.15,4.21,0,full_time,10.9,10.9,7.4,0.68,32,1,0,32,1,5,2,9.1,6.7,2,5,3,3,3,4,2,3,1,4,1,3,1,3,2,3,1,5,5,5,4,2,3,4,3,5,3,3,5,3.25,2.6,2.25,2.25,4.75,3.0,4.0,1.86,2.52,3.1,1,0
255,21,1,man,white,1,high,0,0,0,private_nonprofit,moderately_selective,5.0,arts_humanities,40,3.94,4.22,0,full_time,11.3,11.3,9.0,0.797,33,1,5,38,0,3,3,15.0,5.5,3,3,3,4,3,3,5,5,2,3,3,3,2,3,5,5,5,3,2,1,1,2,2,2,2,3,4,3,4,3.25,3.6,2.75,4.5,1.75,2.0,3.5,2.87,3.31,3.21,1,0
256,24,1,woman,hispanic_latino,1,low,1,0,0,public,moderately_selective,6.0,social_science,35,3.37,2.29,0,full_time,12.8,12.8,7.9,0.62,21,1,0,21,0,5,2,11.8,6.1,4,4,3,5,3,2,3,3,3,4,4,3,4,3,4,4,3,4,3,5,5,5,4,4,4,3,3,4,5,4.0,2.8,3.75,3.5,4.25,4.25,3.75,2.32,2.51,2.97,1,0
257,22,1,woman,white,0,high,0,0,0,public,minimally_selective,4.5,business,27,3.25,5.0,0,full_time,13.6,13.6,13.6,1.0,8,0,0,8,0,1,4,22.8,7.7,3,5,2,3,5,5,5,5,5,3,5,4,4,4,4,4,4,1,2,1,1,3,2,2,3,1,3,1,2,3.25,5.0,4.0,4.0,1.25,2.5,1.75,3.6,3.77,3.82,0,1
258,30,1,woman,asian,1,middle,0,1,0,public,moderately_selective,8.2,other,20,2.07,2.06,1,full_time,14.3,14.3,11.0,0.771,17,0,0,17,0,3,3,4.0,7.6,3,4,4,4,3,3,3,2,3,3,3,4,3,4,3,2,3,4,3,3,4,4,3,4,3,2,2,3,3,3.75,2.8,3.25,3.0,3.5,3.5,2.5,2.02,2.16,3.33,1,0
259,19,0,man,white,1,high,1,1,1,private_nonprofit,highly_selective,7.4,arts_humanities,34,3.49,4.44,0,full_time,13.3,13.3,10.4,0.785,26,1,0,26,0,4,3,13.5,6.0,4,3,4,4,3,4,4,4,4,1,2,1,2,5,5,5,4,3,4,4,4,1,4,2,2,4,3,3,2,3.75,3.8,1.5,4.75,3.75,2.25,3.0,3.0,3.09,3.42,0,1
260,18,0,nonbinary_or_other,white,1,low,1,1,0,public,minimally_selective,5.8,arts_humanities,21,2.37,3.42,1,full_time,14.2,14.2,12.5,0.883,15,0,0,15,0,5,1,11.0,6.5,3,5,5,5,4,4,2,4,2,4,5,4,4,1,1,1,2,4,3,2,4,2,2,1,2,2,1,3,4,4.5,3.2,4.25,1.25,3.25,1.75,2.5,2.47,2.3,3.32,1,0
261,19,0,man,black,1,low,0,1,0,public,open_access,3.3,health,31,2.83,3.85,0,full_time,15.0,15.0,11.0,0.731,36,1,0,36,0,4,2,3.4,6.4,3,5,3,4,2,3,3,3,2,3,4,3,2,3,4,3,4,5,4,5,4,3,3,3,3,5,5,3,4,3.75,2.6,3.0,3.5,4.5,3.0,4.25,1.64,1.96,2.78,0,1
262,19,0,man,white,0,low,0,0,0,public,open_access,5.8,business,40,2.71,2.96,0,full_time,10.0,10.0,9.1,0.907,12,0,0,12,1,1,5,9.4,5.7,2,3,3,1,3,3,4,4,2,1,1,2,1,4,3,2,3,1,1,3,1,4,4,5,4,3,2,1,2,2.25,3.2,1.25,3.0,1.5,4.25,2.0,2.35,2.28,3.46,1,0
263,19,0,woman,hispanic_latino,1,low,1,0,0,private_nonprofit,minimally_selective,7.3,other,39,3.0,3.05,1,full_time,15.1,15.1,13.0,0.859,11,0,0,11,1,1,5,11.7,6.7,5,5,5,5,3,4,4,3,5,5,3,4,5,2,1,2,2,1,1,1,2,1,3,2,4,5,3,3,5,5.0,3.8,4.25,1.75,1.25,2.5,4.0,2.43,2.63,3.25,1,0
264,22,1,man,black,0,low,1,0,0,public,moderately_selective,5.5,social_science,51,2.59,3.99,0,full_time,14.9,14.9,11.1,0.742,20,0,5,25,1,3,2,7.3,5.5,3,4,4,2,2,1,3,4,3,5,4,5,4,3,3,4,3,3,4,3,3,3,5,4,3,5,5,3,3,3.25,2.6,4.5,3.25,3.25,3.75,4.0,1.83,1.95,3.63,1,0
265,18,0,woman,white,0,middle,0,1,1,public,moderately_selective,8.2,arts_humanities,13,3.34,4.26,0,full_time,15.8,15.8,13.2,0.833,17,0,0,17,0,3,3,10.6,6.0,3,4,4,3,3,4,4,2,5,2,2,3,3,4,4,4,3,4,2,2,2,3,3,2,2,4,3,4,3,3.5,3.6,2.5,3.75,2.5,2.5,3.5,3.15,3.09,3.64,1,0
266,18,0,woman,white,1,middle,0,1,0,public,open_access,6.6,social_science,14,1.5,3.4,1,full_time,14.6,14.6,10.9,0.748,9,0,0,9,1,3,3,7.9,7.8,2,2,3,3,4,4,5,3,2,3,1,4,3,1,2,1,2,2,1,1,3,2,3,4,1,3,1,2,2,2.5,3.6,2.75,1.5,1.75,2.5,2.0,1.68,1.6,2.93,1,0
267,18,0,man,white,0,low,0,1,0,public,open_access,6.5,business,27,2.63,4.3,0,full_time,11.9,11.9,7.7,0.649,34,1,0,34,1,5,4,1.0,5.5,5,5,4,5,2,2,1,1,2,3,3,4,3,2,2,2,2,5,5,5,5,4,4,3,4,5,5,5,4,4.75,1.6,3.25,2.0,5.0,3.75,4.75,1.85,1.78,2.3,0,1
268,21,1,woman,hispanic_latino,0,low,1,1,0,public,minimally_selective,4.3,business,49,2.7,2.88,0,full_time,13.5,13.5,8.5,0.631,21,1,0,21,0,3,1,7.9,6.3,4,3,4,4,3,2,3,3,3,2,3,4,3,3,5,4,4,3,3,3,4,3,2,3,5,5,3,4,3,3.75,2.8,3.0,4.0,3.25,3.25,3.75,1.88,2.3,2.95,0,1
269,41,1,woman,white,0,middle,1,0,0,public,moderately_selective,5.6,business,20,3.66,4.21,0,full_time,17.5,17.5,15.2,0.867,21,1,0,21,0,3,2,18.4,7.2,2,3,3,3,5,5,5,5,4,5,5,5,4,5,5,5,5,5,3,4,4,2,1,1,2,2,3,2,3,2.75,4.8,4.75,5.0,4.0,1.5,2.5,3.87,3.42,4.37,1,0
